"RIVOLI","LIBELLE","COMMUNE","MOT_DIRECTEUR","STATUT","TENANT","ABOUTISSANT","PRESTATION_COLLECTE","TYPE_COLLECTE","OBS_PRESTATION_COLLECTE","BLEU_JOUR_COLLECTE","JAUNE_JOUR_COLLECTE","OBS_JOUR_COLLECTE","QUARTIER","OBS_QUARTIER"
"1012","Rue Bonne Garde","NANTES","Garde","PUBLIQUE","ST-SEBASTIEN Rue du Clos Toreau","NANTES Rue Saint Jacques","zone_transition","pluriel","numeros impairs jus'au numero 117 (pairs jusqu'au 82=st seb)","lundi et jeudi","merc_sem_paires","","Nantes Sud",""
"3453","Rue de la Garde","NANTES","Garde","PUBLIQUE","NANTES Rue du Bois Briand","NANTES Route de Paris","TRI'SAC","pluriel","à partir des numeros 95 et 84","mardi et vendredi","","","Doulon - Bottière",""
"3453","Rue de la Garde","NANTES","Garde","PUBLIQUE","NANTES Rue du Bois Briand","NANTES Route de Paris","bacs bleus et bacs jaunes","pluriel","jusqu'aux numeros 93 et 82","jeudi","mercredi","","Doulon - Bottière",""
"2190","Rue du Corps de Garde","NANTES","Garde","PUBLIQUE","NANTES Rue de la Convention","NANTES Rond-Point Abel Durand","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Dervallières - Zola",""
"5830","Rue du Moulin de la Garde","NANTES","Garde","PUBLIQUE","NANTES Boulevard de la Beaujoire","NANTES Rue du Bêle","bacs bleus et bacs jaunes","pluriel","jusqu'aux numeros 11 et 16 (après =carquefou)","mardi","mercredi","","Nantes Erdre",""
"3462","Impasse des Gardénias","NANTES","Gardénias","PRIVEE","NANTES Rue du Brûlis","Impasse","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"","Place de la Gare","NANTES","Gare","PUBLIQUE","NANTES Rue Marcel Paul","","TRI'SAC","unique","","mardi et vendredi","","","Malakoff - Saint-Donatien",""
"3467","Rue de la Gare de Chantenay","NANTES","Gare","PUBLIQUE","NANTES Rue Réaumur","NANTES Boulevard Maréchal Alphonse Juin","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"3484","Place des Garennes","NANTES","Garennes","PUBLIQUE","NANTES Avenue Sainte Anne","NANTES Rue de l'Hermitage","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"3488","Rue des Garennes","NANTES","Garennes","PUBLIQUE","NANTES Place des Garennes","NANTES Avenue de Lusancay","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"3496","Rue Garibaldi","NANTES","Garibaldi","PUBLIQUE","NANTES Boulevard de la Liberté","NANTES Rue Maurice Terrien","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"3498","Place du Garigliano","NANTES","Garigliano","PUBLIQUE","NANTES Boulevard Jean Moulin","NANTES Boulevard Bâtonnier Cholet","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"5510","Rue Maurice Garin","NANTES","Garin","PUBLIQUE","NANTES Rue du Corps de Garde","ST-HERBLAIN Boulevard du Tertre","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Dervallières - Zola",""
"2569","Rue du Douet Garnier","NANTES","Garnier","PUBLIQUE","NANTES Rue des 3 Ormeaux","NANTES Rue Branly","zone_transition","pluriel","jusqu'aux numéros 57 et 60","lundi et jeudi","merc_sem_impaires","","Hauts Pavés - Saint Félix",""
"2569","Rue du Douet Garnier","NANTES","Garnier","PUBLIQUE","NANTES Rue des 3 Ormeaux","NANTES Rue Branly","bacs bleus et bacs jaunes","pluriel","seulement les numéros 59-61-63","mardi","mercredi","","Hauts Pavés - Saint Félix",""
"6848","Rue du Port Garnier","NANTES","Garnier","PUBLIQUE","NANTES Rue de Clermont","","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"3276","Rue Francis Garnier","NANTES","Garnier","PUBLIQUE","NANTES Boulevard Amiral Courbet","NANTES Ruelle du Mont Goguet","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"3500","Chemin des Garniers","NANTES","Garniers","PUBLIQUE","NANTES Chemin du Linot","NANTES Rue des Grands Pâtis","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"5940","Rue de la Noë Garreau","NANTES","Garreau","PUBLIQUE","NANTES Chemin du Moulin des Marais","NANTES Rue Saint Médard","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"7434","Avenue Roland Garros","NANTES","Garros","PRIVEE","NANTES Rue du Plessis de Grenédan","NANTES Impasse Halgan","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Hauts Pavés - Saint Félix",""
"4204","Rue Hippolyte Durand Gasselin","NANTES","Gasselin","PUBLIQUE","NANTES Place Jean V","NANTES Rue Montesquieu","extension tri'sac 2013","unique","","mardi et vendredi","","","Centre Ville",""
"3504","Rue Gassendi","NANTES","Gassendi","PUBLIQUE","NANTES Quai Saint Louis","NANTES Rue Marcel Sembat","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"5352","Rue Maréchal de Gassion","NANTES","Gassion","PUBLIQUE","NANTES Rue Lamoricière","","extension tri'sac 2013","unique","","mardi et vendredi","","","Centre Ville",""
"5156","Rue Lucien Gaudin","NANTES","Gaudin","PUBLIQUE","NANTES Boulevard Pierre de Coubertin","","TRI'SAC","unique","","lundi et jeudi","","","Breil - Barberie",""
"3525","Avenue du Gaudinet","NANTES","Gaudinet","PRIVEE","NANTES Rue Guillaume Touchy","","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"0605","Chemin de la Basse Gaudinière","NANTES","Gaudinière","PRIVEE","NANTES Rue Hector Berlioz","","TRI'SAC","unique","","lundi et jeudi","","","Breil - Barberie",""
"6486","Petit Chemin de la Gaudinière","NANTES","Gaudinière","PUBLIQUE","NANTES Rue Hector Berlioz","","TRI'SAC","unique","","lundi et jeudi","","","Breil - Barberie",""
"3526","Rue de la Gaudinière","NANTES","Gaudinière","PUBLIQUE","NANTES Boulevard Boulay Paty","NANTES Rue Hector Berlioz","zone_transition","pluriel","les numeros impairs à partir du numero 71","lundi et jeudi","merc_sem_impaires","","Breil - Barberie",""
"3526","Rue de la Gaudinière","NANTES","Gaudinière","PUBLIQUE","NANTES Boulevard Boulay Paty","NANTES Rue Hector Berlioz","bacs bleus et bacs jaunes","pluriel","les numeros impairs jusqu'au numéro 69 et tous les numeros pairs","mardi","mercredi","","Breil - Barberie",""
"6236","Rue Paul Gauguin","NANTES","Gauguin","PUBLIQUE","NANTES Rue Henri Eugène Gouillard","NANTES Rue Henri Eugène Gouillard","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Dervallières - Zola",""
"3562","Boulevard Général de Gaulle","NANTES","Gaulle","PUBLIQUE","NANTES Avenue Jean Claude Bonduelle","NANTES Pont Georges Clemenceau","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"3536","Impasse Gautier","NANTES","Gautier","PRIVEE","NANTES Boulevard de Doulon","Impasse","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"6698","Rue du Plessis Gautron","NANTES","Gautron","PUBLIQUE","NANTES Boulevard Jean Moulin","NANTES Rue Romain Rolland","zone_transition","pluriel","à partir des numeros 29 et 52","mardi et vendredi","merc_sem_paires","","Bellevue - Chantenay - Sainte Anne",""
"6698","Rue du Plessis Gautron","NANTES","Gautron","PUBLIQUE","NANTES Boulevard Jean Moulin","NANTES Rue Romain Rolland","bacs bleus et bacs jaunes","pluriel","jusqu'aux numeros 27 et 46","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"0192","Rue Alphonse Gautté","NANTES","Gautté","PUBLIQUE","NANTES Rue Mercoeur","NANTES Place Aristide Briand","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre-Ville",""
"1984","Avenue du Clos Gaux","NANTES","Gaux","PRIVEE","NANTES Rue de la Haluchère","","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"3542","Avenue des Gazons","NANTES","Gazons","PRIVEE","NANTES Rue de la Noë Garreau","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"4173","Rue Hermann Geiger","NANTES","Geiger","PRIVEE","NANTES Rue de Koufra","NANTES Rue du Ranzai","TRI'SAC","unique","","mardi et vendredi","","","Nantes Erdre",""
"3544","Avenue de la Gélinière","NANTES","Gélinière","PRIVEE","NANTES Rue de la Petite Roche","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"3632","Rue des Genets","NANTES","Genets","Inconnu","NANTES Rue des Roches","NANTES Rue des Hêtres","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"3636","Rue de Genève","NANTES","Genève","PUBLIQUE","NANTES Rue de la Durantière","NANTES Boulevard Emile Romanet","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Dervallières - Zola",""
"3637","Rue des Genévriers","NANTES","Genévriers","PRIVEE","NANTES Rue des Seringats","","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"3638","Rue Gentiane","NANTES","Gentiane","MIXTE","NANTES Rue du Brûlis","NANTES Rue des Eucalyptus","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"3639","Avenue des Gentilshommes","NANTES","Gentilshommes","PRIVEE","NANTES Rue des Chalâtres","","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"3644","Rue Geoffroy","NANTES","Geoffroy","PUBLIQUE","NANTES Boulevard des Tribunes","NANTES Avenue de la Côte d'Or","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"7620","Avenue Saint Georges","NANTES","Georges","PRIVEE","NANTES Boulevard Saint Aignan","NANTES Rue de la Bourdonnais","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"4388","Rue Jean Baptiste Georget","NANTES","Georget","PUBLIQUE","NANTES Rue des Alouettes","","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"3703","Rue de la Geraudiere","NANTES","Geraudiere","PUBLIQUE","","","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"0072","Allée Alain Gerbault","NANTES","Gerbault","Inconnu","NANTES Rue Eugène Pergeline","NANTES Boulevard Georges Pompidou","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"3708","Avenue Gergaud","NANTES","Gergaud","PRIVEE","NANTES Route de Vannes","NANTES Rue Georges Lafont","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Breil - Barberie",""
"7938","Rue Sophie Germain","NANTES","Germain","PUBLIQUE","NANTES Chemin de Boisbonne","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"3715","Rue du Gers","NANTES","Gers","PUBLIQUE","NANTES Rue Romain Rolland","NANTES Rue du Plessis Gautron","zone_transition","unique","","mardi et vendredi","merc_sem_paires","","Bellevue - Chantenay - Sainte Anne",""
"0816","Rue Bertrand Geslin","NANTES","Geslin","PUBLIQUE","NANTES Place de l'Edit de Nantes","NANTES Boulevard Gabriel Guist'Hau","extension tri'sac 2013","unique","","mardi et vendredi","","","Centre Ville",""
"3716","Rue de Gesvres","NANTES","Gesvres","PUBLIQUE","NANTES Route de la Chapelle Sur Erdre","NANTES Rue Stendhal","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"3719","Chemin de la Gesvrière","NANTES","Gesvrière","PRIVEE","NANTES Chemin du Sas au Vin","","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"0276","Rue André Gide","NANTES","Gide","PUBLIQUE","NANTES Rue de la Fantaisie","NANTES Rue Paul Claudel","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"4136","Rue Henri Giffard","NANTES","Giffard","PUBLIQUE","NANTES Rue de la Rivière","NANTES Rue Thomas Russel Crampton","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"3720","Rue de Gigant","NANTES","Gigant","PUBLIQUE","NANTES Place de l'Edit de Nantes","","zone_transition","pluriel","à partir des numeros 25 et 40","mardi et vendredi","merc_sem_paires","","pluriel","jusqu'aux numeros 23 et 36 : Centre-Ville ; à partir des numeros 25 et 40 : Dervallières - Zola"
"3720","Rue de Gigant","NANTES","Gigant","PUBLIQUE","NANTES Place de l'Edit de Nantes","","extension tri'sac 2013","pluriel","jusqu'aux numeros 23 et 36","mardi et vendredi","","","pluriel","jusqu'aux numeros 23 et 36 : Centre-Ville ; à partir des numeros 25 et 40 : Dervallières - Zola"
"3724","Avenue Gilard","NANTES","Gilard","PRIVEE","NANTES Rue de la Ripossière","","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Nantes Sud",""
"3730","Rue de la Gilarderie","NANTES","Gilarderie","PUBLIQUE","NANTES Rue Mauvoisins","ST-SEBASTIEN Route de Clisson","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Nantes Sud",""
"4454","Avenue Jean Giono","NANTES","Giono","PRIVEE","NANTES Rue Arthur Rimbaud","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"3736","Rue des Giraudais","NANTES","Giraudais","PUBLIQUE","NANTES Rue de Sèvre","NANTES Rue de la Bouquinière","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Nantes Sud",""
"4484","Rue Jean Louis de Girodet","NANTES","Girodet","PUBLIQUE","NANTES Boulevard des Anglais","NANTES Boulevard Pierre de Coubertin","TRI'SAC","unique","","lundi et jeudi","","","Breil - Barberie",""
"3738","Avenue de la Giroflée","NANTES","Giroflée","PRIVEE","NANTES Avenue du Myosotis","","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"3744","Rue des Girondins","NANTES","Girondins","PUBLIQUE","NANTES Rue du Fonteny","NANTES Place de la Nation","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"3325","Rue Françoise Giroud","NANTES","Giroud","PUBLIQUE","NANTES Rue Konrad Adenauer","NANTES Boulevard Louis Barthou","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"3748","Rue Giton","NANTES","Giton","PUBLIQUE","NANTES Rue Ampère","NANTES Rue Etienne Dolet","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Dervallières - Zola",""
"3752","Allée des Glaïeuls","NANTES","Glaïeuls","PRIVEE","NANTES Allée de la Civelière","","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Nantes Sud",""
"6044","Place d'Oradour sur Glane","NANTES","Glane","PUBLIQUE","NANTES Rue de la Prière","NANTES Rue de la Contrie","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Dervallières - Zola",""
"3756","Rue des Glénans","NANTES","Glénans","Inconnu","NANTES Rue de Noirmoutier","","zone_transition","unique","","lundi et jeudi","merc_sem_paires","","Malakoff - Saint-Donatien",""
"6683","Rue du Plateau des Glières","NANTES","Glières","PUBLIQUE","NANTES Chemin de la Guiblinière","NANTES Rue de la Porte Douillard","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"3758","Impasse le Globe","NANTES","Globe","PRIVEE","NANTES Rue Blanqui","Impasse","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Dervallières - Zola",""
"4272","Allée de l'Ile Gloriette","NANTES","Gloriette","PUBLIQUE","NANTES Rue Gaston Veil","NANTES Rue Deurbroucq","extension tri'sac 2013","unique","","lundi et jeudi","","","Centre Ville",""
"7426","Rue Roger Glotin","NANTES","Glotin","PRIVEE","NANTES Boulevard des Poilus","NANTES Rue de la Marrière","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Doulon - Bottière",""
"3757","Chemin des Glycines","NANTES","Glycines","PRIVEE","NANTES Avenue du Séquoia","","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"7625","Avenue Saint Goazec","NANTES","Goazec","Inconnu","NANTES Chemin de Bonneville","","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Nantes Erdre",""
"3760","Avenue des Gobelets","NANTES","Gobelets","PUBLIQUE","NANTES Rue de la Ripossière","NANTES Rue des Gobelets","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Nantes Sud",""
"3759","Rue des Gobelets","NANTES","Gobelets","PUBLIQUE","NANTES Rue Mauvoisins","NANTES Avenue des Gobelets","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Nantes Sud",""
"3763","Sentier du Goben","NANTES","Goben","PRIVEE","NANTES Rue de la Planche au Gué","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"0306","Rue Anne Claude Godeau","NANTES","Godeau","PUBLIQUE","NANTES Rue du Port Boyer","NANTES Rue des Marsauderies","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Nantes Erdre",""
"3761","Avenue des Goëlands","NANTES","Goëlands","PRIVEE","NANTES Rue Fernand Pelloutier","NANTES Avenue des Pétrels","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"1728","Rue Charles le Goffic","NANTES","Goffic","PUBLIQUE","NANTES Rue Paul Bellamy","NANTES Place du Croisic","bacs bleus et bacs jaunes","pluriel","le numéro 13","mardi","mercredi","","Hauts Pavés - Saint Félix",""
"1728","Rue Charles le Goffic","NANTES","Goffic","PUBLIQUE","NANTES Rue Paul Bellamy","NANTES Place du Croisic","TRI'SAC","pluriel","tous les numéros sauf le numéro 13","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"5772","Rue du Mont Goguet","NANTES","Goguet","PUBLIQUE","NANTES Rue de Châteaulin","NANTES Ruelle du Mont Goguet","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"5775","Ruelle du Mont Goguet","NANTES","Goguet","PUBLIQUE","NANTES Rue l'Ouche de Versailles","NANTES Rue du Mont Goguet","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"7628","Rue Saint Gohard","NANTES","Gohard","PUBLIQUE","NANTES Rue des Perrières","","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"3766","Rue du Gois","NANTES","Gois","PUBLIQUE","NANTES Boulevard des Poilus","NANTES Rue des Agenets","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"3372","Boulevard des Frères de Goncourt","NANTES","Goncourt","PUBLIQUE","NANTES Boulevard Henry Orrion","NANTES Rond-Point de Rennes","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","pluriel","numeros impairs : Hauts Pavés - Saint Félix : numeros pairs : Breil - Barberie"
"7493","Impasse des Rouges Gorges","NANTES","Gorges","Inconnu","NANTES Rue Marie-Claude Vaillant-Couturi","Impasse","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"3768","Rue de Gorges","NANTES","Gorges","PUBLIQUE","NANTES Place du Commerce","NANTES Place Royale","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"4457","Rue Jean Gorin","NANTES","Gorin","Inconnu","NANTES Boulevard Georges Pompidou","NANTES Rue du Général de Bollardière","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"0096","Rue Alexandre Gosselin","NANTES","Gosselin","PUBLIQUE","NANTES Rue Commandant Jean Mahé","","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Nantes Erdre",""
"3772","Chemin du Gotha","NANTES","Gotha","PUBLIQUE","NANTES Route de Saint Joseph","NANTES Chemin du Linot","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"3411","Rue Gabriel Goudy","NANTES","Goudy","PUBLIQUE","NANTES Rue Esnoult des Châtelets","NANTES Avenue de la Cithare","bacs bleus et bacs jaunes","pluriel","Les numéros 11-16-18-20","jeudi","mercredi","","Nantes Sud",""
"3411","Rue Gabriel Goudy","NANTES","Goudy","PUBLIQUE","NANTES Rue Esnoult des Châtelets","NANTES Avenue de la Cithare","zone_transition","pluriel","tous les numéros sauf 11-16-18-20","lundi et jeudi","merc_sem_paires","","Nantes Sud",""
"6027","Rue Olympe de Gouges","NANTES","Gouges","PUBLIQUE","NANTES Quai François Mitterrand","NANTES Rue la Nouë Bras de Fer","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"4132","Rue Henri Eugène Gouillard","NANTES","Gouillard","PUBLIQUE","NANTES Boulevard de la Solidarité","NANTES Place d'Oradour sur Glane","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Dervallières - Zola",""
"3776","Avenue Gouleau","NANTES","Gouleau","PRIVEE","NANTES Rue Amiral Du Chaffault","","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"0748","Boulevard Bénoni Goullin","NANTES","Goullin","PUBLIQUE","NANTES Boulevard Victor Hugo","NANTES Boulevard Gustave Roch","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"3777","Rue de Goulphar","NANTES","Goulphar","Inconnu","NANTES Rue du Morbihan","NANTES Rue du Phare de Portzic","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"1704","Rue Charles Gounod","NANTES","Gounod","PUBLIQUE","NANTES Rue des Fromenteaux","NANTES Rue Gabriel Faure","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Nantes Sud",""
"3775","Impasse de Goupillières","NANTES","Goupillières","Inconnu","NANTES Route de Saint Herblain","Impasse","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Dervallières - Zola",""
"3778","Avenue de Gourin","NANTES","Gourin","PRIVEE","NANTES Avenue du Cap Fréhel","NANTES Rue de Coetquelfen","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Nantes Erdre",""
"3779","Rue de Gourmalon","NANTES","Gourmalon","PUBLIQUE","NANTES Rue des Bourderies","","zone_transition","unique","","mardi et vendredi","merc_sem_paires","","Bellevue - Chantenay - Sainte Anne",""
"3781","Rue de la Gourmette","NANTES","Gourmette","PUBLIQUE","NANTES Boulevard Lelasseur","NANTES Place George Washington","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Breil - Barberie",""
"3789","Allée Goya","NANTES","Goya","PRIVEE","NANTES Boulevard de la Beaujoire","","TRI'SAC","unique","","mardi et vendredi","","","Nantes Erdre",""
"3564","Rue Général de Goyon","NANTES","Goyon","PUBLIQUE","NANTES Rue des Pavillons","NANTES Rue du Bois","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"3793","Impasse du Graal","NANTES","Graal","PRIVEE","NANTES Chemin de la Guiblinière","Impasse","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"4673","Allée Julien Gracq","NANTES","Gracq","PRIVEE","NANTES Place Louis Arretche","NANTES Rue de l'Ile d'Yeu","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"8587","Impasse Xavier Grall","NANTES","Grall","PRIVEE","NANTES Rue de Gesvres","Impasse","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"3794","Rue du Grand Clos","NANTES","Grand","PUBLIQUE","NANTES Rue Emile Loubet","NANTES Boulevard Lelasseur","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Breil - Barberie",""
"3797","Rue de la Grande Bretagne","NANTES","Grande","PUBLIQUE","NANTES Rue du Moulin de la Garde","CARQUEFOU Rue de la Grande Bretagne","bacs bleus et bacs jaunes","pluriel","jusqu'aux numeros 11 et 20 (après =carquefou)","mardi","mercredi","","Nantes Erdre",""
"3795","Impasse de la Grande Sensive","NANTES","Grande","PRIVEE","NANTES Rue de la Bourgeonnière","Impasse","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"2983","Allée Eugénie Grandet","NANTES","Grandet","PRIVEE","NANTES Boulevard Honoré De Balzac","","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"4626","Rue Jules Grandjouan","NANTES","Grandjouan","PUBLIQUE","NANTES Rue du Perray","NANTES Route de Paris","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"3813","Rue des Grands Pâtis","NANTES","Grands","PUBLIQUE","NANTES Route de Saint Joseph","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"3828","Rue des Granits","NANTES","Granits","PUBLIQUE","NANTES Boulevard Maréchal Alphonse Juin","NANTES Rue de l'Abbaye","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"3832","Place Graslin","NANTES","Graslin","PUBLIQUE","NANTES Rue Crébillon","NANTES Rue Voltaire","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"0112","Rue Alexis Grassin","NANTES","Grassin","PUBLIQUE","NANTES Rue du Roi Baco","NANTES Rue de l'Hermitage","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"5187","Rue Madame Louise Gravaud","NANTES","Gravaud","PRIVEE","NANTES Rue Lucien Aubert","NANTES Rue Auguste Ménoret","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"2746","Place Eileen Gray","NANTES","Gray","PRIVEE","","","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"8465","Impasse des Vieux Gréements","NANTES","Gréements","Inconnu","NANTES Chemin de la Violerie","Impasse","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"3841","Rue des Grenadiers","NANTES","Grenadiers","PRIVEE","NANTES Rue des Frênes","","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"6688","Rue du Plessis de Grenédan","NANTES","Grenédan","PUBLIQUE","NANTES Avenue Amédée Ménard","NANTES Boulevard Gabriel Lauriol","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Hauts Pavés - Saint Félix",""
"0640","Rue de la Grèneraie","ST-SEBASTIEN","Grèneraie","PUBLIQUE","NANTES Route de Saint Sébastien","NANTES Rue Bonne Garde","bacs bleus et bacs jaunes","pluriel","numeros pairs (impairs = st sebastien)","jeudi","mercredi","","Nantes Sud",""
"3856","Rue des Grenouilles","NANTES","Grenouilles","PUBLIQUE","NANTES Boulevard Auguste Péneau","NANTES Rue du Landreau","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Doulon - Bottière",""
"3864","Rue Gresset","NANTES","Gresset","PUBLIQUE","NANTES Rue Voltaire","NANTES Rue des Cadeniers","extension tri'sac 2013","unique","","mardi et vendredi","","","Centre Ville",""
"3868","Rue Grétry","NANTES","Grétry","PUBLIQUE","NANTES Rue Suffren","NANTES Rue Crébillon","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"4392","Rue Jean Baptiste Greuze","NANTES","Greuze","PUBLIQUE","NANTES Boulevard Jean Ingres","NANTES Place des Dervallières","TRI'SAC","unique","","lundi et jeudi","","","Dervallières - Zola",""
"1859","Impasse Chevalier Des Grieux","NANTES","Grieux","PRIVEE","NANTES Rue Général Buat","Impasse","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"8418","Rue Victor Grignard","NANTES","Grignard","PUBLIQUE","NANTES Rue de la Souillarderie","","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
